text,language,label
1ed@s,fr,insult
1éd@s,fr,insult
1eda5,fr,insult
1éda5,fr,insult
1eda5,fr,insult
1éda5,fr,insult
1edas,fr,insult
1édas,fr,insult
1edas,fr,insult
1édas,fr,insult
1e,fr,insult
aur!3,fr,insult
aur!e,fr,insult
aur13,fr,insult
aur1e,fr,insult
auri3,fr,insult
aurie,fr,insult
i3d@5,fr,insult
i3d@s,fr,insult
i3da5,fr,insult
i3das,fr,insult
i3,fr,insult
id3-c0uill3,fr,insult
id3-c0uill3,fr,insult
id3-couill3,fr,insult
id3-couill3,fr,insult
ide-c0uille,fr,insult
ide-c0uille,fr,insult
ide-couille,fr,insult
ide-couille,fr,insult
ied@5,fr,insult
iéd@5,fr,insult
ied@5,fr,insult
iéd@5,fr,insult
ied@s,fr,insult
iéd@s,fr,insult
ied@s,fr,insult
iéd@s,fr,insult
ieda5,fr,insult
iéda5,fr,insult
ieda5,fr,insult
iéda5,fr,insult
iedas,fr,insult
iédas,fr,insult
iedas,fr,insult
iédas,fr,insult
ie,fr,insult
3r0p!n3u,fr,insult
3r0p1n3u,fr,insult
3r0pin3u,fr,insult
3rop!n3u,fr,insult
3rop1n3u,fr,insult
3ropin3u,fr,insult
er0p!n3u,fr,insult
ér0p!n3u,fr,insult
er0p!neu,fr,insult
ér0p!neu,fr,insult
er0p1n3u,fr,insult
ér0p1n3u,fr,insult
er0p1neu,fr,insult
ér0p1neu,fr,insult
er0pin3u,fr,insult
ér0pin3u,fr,insult
er0pineu,fr,insult
ér0pineu,fr,insult
erop!n3u,fr,insult
érop!n3u,fr,insult
erop!neu,fr,insult
érop!neu,fr,insult
erop1n3u,fr,insult
érop1n3u,fr,insult
erop1neu,fr,insult
érop1neu,fr,insult
eropin3u,fr,insult
éropin3u,fr,insult
eropineu,fr,insult
éropineu,fr,insult
0u,fr,insult
0up!,fr,insult
0up!n!5@t!0,fr,insult
0up!n!5at!0,fr,insult
0up!n!s@t!0,fr,insult
0up!n!sat!0,fr,insult
0up!n,fr,insult
0up!n,fr,insult
0up1,fr,insult
0up1n15@t10,fr,insult
0up1n15at10,fr,insult
0up1n1s@t10,fr,insult
0up1n1sat10,fr,insult
0up1n,fr,insult
0up1n,fr,insult
0upi,fr,insult
0upin,fr,insult
0upin,fr,insult
0upini5@ti0,fr,insult
0upini5ati0,fr,insult
0upinis@ti0,fr,insult
0upinisati0,fr,insult
0utr,fr,insult
0utr,fr,insult
3ul,fr,insult
eul,fr,insult
ou,fr,insult
oup!,fr,insult
oup!n!5@t!o,fr,insult
oup!n!5at!o,fr,insult
oup!n!s@t!o,fr,insult
oup!n!sat!o,fr,insult
oup!n,fr,insult
oup!n,fr,insult
oup1,fr,insult
oup1n15@t1o,fr,insult
oup1n15at1o,fr,insult
oup1n1s@t1o,fr,insult
oup1n1sat1o,fr,insult
oup1n,fr,insult
oup1n,fr,insult
oupi,fr,insult
oupin,fr,insult
oupin,fr,insult
oupini5@tio,fr,insult
oupini5atio,fr,insult
oupinis@tio,fr,insult
oupinisatio,fr,insult
outr,fr,insult
outr,fr,insult
gu3gu,fr,insult
guegu,fr,insult
guègu,fr,insult
guegu,fr,insult
guègu,fr,insult
